timestamp num bytes from host ip seq ttl ping ms
2014-11-25@20:03:51 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3853 ttl=245 time=71.1 ms
2014-11-25@20:03:52 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3854 ttl=245 time=57.8 ms
2014-11-25@20:03:53 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3855 ttl=245 time=109 ms
2014-11-25@20:03:54 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3856 ttl=245 time=126 ms
2014-11-25@20:03:55 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3857 ttl=245 time=13.6 ms
2014-11-25@20:03:56 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3858 ttl=245 time=20.2 ms
2014-11-25@20:03:57 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3859 ttl=245 time=56.5 ms
2014-11-25@20:03:58 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3860 ttl=245 time=64.0 ms
2014-11-25@20:03:59 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3861 ttl=245 time=120 ms
2014-11-25@20:04:00 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3862 ttl=245 time=46.2 ms
2014-11-25@20:04:01 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3863 ttl=245 time=67.8 ms
2014-11-25@20:04:02 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3864 ttl=245 time=59.2 ms
2014-11-25@20:04:03 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3865 ttl=245 time=93.4 ms
2014-11-25@20:04:04 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3866 ttl=245 time=15.7 ms
2014-11-25@20:04:05 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3867 ttl=245 time=14.9 ms
2014-11-25@20:04:06 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3868 ttl=245 time=59.8 ms
2014-11-25@20:04:07 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3869 ttl=245 time=28.9 ms
2014-11-25@20:04:08 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3870 ttl=245 time=32.4 ms
2014-11-25@20:04:09 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3871 ttl=245 time=47.8 ms
2014-11-25@20:04:10 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3872 ttl=245 time=143 ms
2014-11-25@20:04:11 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3873 ttl=245 time=85.1 ms
2014-11-25@20:04:12 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3874 ttl=245 time=189 ms
2014-11-25@20:04:13 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3875 ttl=245 time=132 ms
2014-11-25@20:04:14 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3876 ttl=245 time=170 ms
2014-11-25@20:04:15 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3877 ttl=245 time=29.9 ms
2014-11-25@20:04:16 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3878 ttl=245 time=23.4 ms
2014-11-25@20:04:17 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3879 ttl=245 time=116 ms
2014-11-25@20:04:18 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3880 ttl=245 time=98.4 ms
2014-11-25@20:04:19 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3881 ttl=245 time=30.3 ms
2014-11-25@20:04:20 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3882 ttl=245 time=126 ms
2014-11-25@20:04:21 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3883 ttl=245 time=53.9 ms
2014-11-25@20:04:22 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3884 ttl=245 time=83.5 ms
2014-11-25@20:04:23 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3885 ttl=245 time=24.1 ms
2014-11-25@20:04:24 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3886 ttl=245 time=151 ms
2014-11-25@20:04:25 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3887 ttl=245 time=84.5 ms
2014-11-25@20:04:26 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3888 ttl=245 time=14.9 ms
2014-11-25@20:04:27 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3889 ttl=245 time=42.7 ms
2014-11-25@20:04:28 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3890 ttl=245 time=69.4 ms
2014-11-25@20:04:29 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3891 ttl=245 time=136 ms
2014-11-25@20:04:30 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3892 ttl=245 time=57.1 ms
2014-11-25@20:04:31 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3893 ttl=245 time=87.8 ms
